ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Satisfaction Score,Churn Label,churn rate,active customers,churned customers,Revenue lost,Toal revenue lost,Tenure in groups,
5581,Female,50,No,No,Yes,Yes,3,Q3,Yes,6,50,Offer B,Yes,49.18,Yes,Yes,DSL,76,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.05,3,No,,,,4002.5,0,49+ Months,
5582,Female,57,No,No,Yes,No,0,Q3,Yes,2,72,Offer A,No,0,No,Yes,DSL,15,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.2,3,No,,,,3542.4,0,49+ Months,
5583,Male,28,Yes,No,Yes,No,0,Q3,Yes,9,60,Offer B,Yes,31.29,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.5,5,No,,,,1230,0,49+ Months,
5584,Male,40,No,No,No,No,0,Q3,No,0,46,Offer B,No,0,No,Yes,DSL,2,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,38.25,3,No,,,,1759.5,0,25-48 Months,
5585,Female,60,No,No,Yes,Yes,3,Q3,Yes,4,69,Offer A,No,0,No,Yes,Cable,56,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,54.95,4,No,,,,3791.55,0,49+ Months,
5586,Male,49,No,No,Yes,Yes,3,Q3,Yes,2,19,Offer D,Yes,32.47,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,5,No,,,,378.1,0,13-24 Months,
5587,Female,28,Yes,No,Yes,Yes,2,Q3,Yes,1,71,Offer A,Yes,20.49,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,3,No,,,,1412.9,0,49+ Months,
5588,Male,62,No,No,Yes,No,0,Q3,Yes,9,12,Offer D,Yes,39,No,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,4,No,,,,1015.2,0,0-12 Months,
5589,Male,54,No,No,No,No,0,Q3,No,0,44,Offer B,Yes,49.57,Yes,Yes,Cable,21,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,85.25,5,No,,,,3751,0,25-48 Months,
5590,Female,51,No,No,Yes,Yes,2,Q3,Yes,10,56,Offer B,Yes,25.9,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,81.25,4,No,,,,4550,0,49+ Months,
5591,Female,26,Yes,No,Yes,No,0,Q3,Yes,4,72,Offer A,Yes,24.32,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.5,3,No,,,,8316,0,49+ Months,
5592,Female,28,Yes,No,No,No,0,Q3,No,0,11,Offer D,Yes,10.06,Yes,Yes,Fiber Optic,48,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79,3,No,,,,869,0,0-12 Months,
5593,Male,31,No,No,No,No,0,Q3,No,0,72,Offer A,Yes,23.43,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.8,5,No,,,,1497.6,0,49+ Months,
5594,Male,34,No,No,Yes,No,0,Q3,Yes,9,56,Offer B,Yes,35.55,Yes,Yes,DSL,17,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,59.5,5,No,,,,3332,0,49+ Months,
5595,Female,20,Yes,No,Yes,No,0,Q3,Yes,10,34,Offer C,Yes,35.29,Yes,Yes,Fiber Optic,47,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.45,5,No,,,,3415.3,0,25-48 Months,
5596,Male,22,Yes,No,No,No,0,Q3,No,0,35,Offer C,Yes,42.02,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.6,4,No,,,,721,0,25-48 Months,
5597,Male,24,Yes,No,No,No,0,Q3,No,0,22,Offer D,Yes,23.03,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,4,No,,,,446.6,0,13-24 Months,
5598,Male,34,No,No,No,No,0,Q3,No,0,9,Offer E,No,0,No,Yes,Cable,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,39.55,3,No,,,,355.95,0,0-12 Months,
5599,Male,56,No,No,No,No,0,Q3,No,0,23,Offer D,Yes,46.17,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,5,No,,,,470.35,0,13-24 Months,
5600,Male,47,No,No,Yes,No,0,Q3,Yes,5,68,Offer A,Yes,22.83,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.25,3,No,,,,1717,0,49+ Months,
5601,Male,55,No,No,Yes,No,0,Q3,Yes,1,33,Offer C,Yes,26.8,No,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,91.25,5,No,,,,3011.25,0,25-48 Months,
5602,Male,48,No,No,No,No,0,Q3,No,0,31,No Offer,Yes,41.23,No,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.45,4,No,,,,2245.95,0,25-48 Months,
5603,Female,42,No,No,No,No,0,Q3,No,0,56,Offer B,Yes,32.88,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,4,No,,,,1103.2,0,49+ Months,
5604,Male,59,No,No,Yes,Yes,3,Q3,No,0,66,Offer A,Yes,29.5,No,Yes,DSL,76,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,75.1,4,No,,,,4956.6,0,49+ Months,
5605,Male,22,Yes,No,Yes,Yes,2,Q3,Yes,3,72,Offer A,Yes,19.04,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25,4,No,,,,1800,0,49+ Months,
5606,Female,49,No,No,Yes,Yes,2,Q3,Yes,5,58,Offer B,Yes,40.74,No,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,3,No,,,,5309.9,0,49+ Months,
5607,Male,51,No,No,No,No,0,Q3,No,0,37,No Offer,No,0,No,Yes,DSL,25,No,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,35.8,3,No,,,,1324.6,0,25-48 Months,
5608,Female,25,Yes,No,No,No,0,Q3,No,0,71,Offer A,Yes,28.4,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.15,3,No,,,,8033.65,0,49+ Months,
5609,Male,55,No,No,Yes,Yes,1,Q3,Yes,5,1,No Offer,Yes,47.46,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.85,3,No,,,,19.85,0,0-12 Months,
5610,Male,63,No,No,Yes,Yes,2,Q3,Yes,7,35,No Offer,Yes,24.23,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,3,No,,,,696.5,0,25-48 Months,
5611,Female,62,No,No,Yes,Yes,3,Q3,Yes,5,6,No Offer,Yes,44.13,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,3,No,,,,118.2,0,0-12 Months,
5612,Female,47,No,No,Yes,Yes,1,Q3,Yes,5,69,Offer A,Yes,14.48,No,Yes,DSL,19,No,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.1,4,No,,,,4077.9,0,49+ Months,
5613,Female,21,Yes,No,Yes,No,0,Q3,Yes,2,53,Offer B,Yes,42.18,Yes,Yes,Fiber Optic,53,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,91.15,5,No,,,,4830.95,0,49+ Months,
5614,Female,58,No,No,Yes,No,0,Q3,No,0,5,No Offer,Yes,18.65,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,3,No,,,,344.75,0,0-12 Months,
5615,Female,21,Yes,No,No,Yes,1,Q3,No,0,2,No Offer,Yes,18.61,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.55,3,No,,,,103.1,0,0-12 Months,
5616,Male,62,No,No,No,Yes,1,Q3,No,0,62,Offer B,Yes,17.56,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.4,3,No,,,,1512.8,0,49+ Months,
5617,Female,58,No,No,Yes,No,0,Q3,Yes,9,19,Offer D,Yes,10.68,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,5,No,,,,1839.2,0,13-24 Months,
5618,Male,42,No,No,No,No,0,Q3,No,0,9,No Offer,Yes,48.25,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.05,3,No,,,,630.45,0,0-12 Months,
5619,Male,29,Yes,No,No,No,0,Q3,No,0,53,Offer B,Yes,24.17,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,5,No,,,,1033.5,0,49+ Months,
5620,Male,32,No,No,No,No,0,Q3,No,0,5,No Offer,Yes,32.91,No,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,78.75,5,No,,,,393.75,0,0-12 Months,
5621,Female,44,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,10.2,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,5,No,,,,19.55,0,0-12 Months,
5622,Male,64,No,No,No,No,0,Q3,No,0,72,Offer A,Yes,10.87,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.65,5,No,,,,7462.8,0,49+ Months,
5623,Female,36,No,No,Yes,No,0,Q3,Yes,2,4,No Offer,Yes,6.77,No,Yes,Cable,3,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.7,4,No,,,,218.8,0,0-12 Months,
5624,Male,35,No,No,No,No,0,Q3,No,0,59,Offer B,Yes,49.48,Yes,Yes,Cable,9,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,54.15,3,No,,,,3194.85,0,49+ Months,
5625,Male,51,No,No,Yes,No,0,Q3,Yes,3,3,No Offer,Yes,31.06,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20,3,No,,,,60,0,0-12 Months,
5626,Male,23,Yes,No,Yes,No,0,Q3,Yes,4,49,Offer B,Yes,33.93,No,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.25,3,No,,,,4863.25,0,49+ Months,
5627,Male,42,No,No,No,No,0,Q3,No,0,2,No Offer,Yes,44.34,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,3,No,,,,38.7,0,0-12 Months,
5628,Female,59,No,No,Yes,No,0,Q3,Yes,6,55,Offer B,Yes,24.93,No,Yes,Fiber Optic,17,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.75,4,No,,,,5211.25,0,49+ Months,
5629,Male,56,No,No,Yes,Yes,1,Q3,Yes,4,72,Offer A,Yes,5.81,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,4,No,,,,8211.6,0,49+ Months,
5630,Female,46,No,No,Yes,Yes,1,Q3,Yes,6,10,Offer D,Yes,19.05,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.8,3,No,,,,198,0,0-12 Months,
5631,Female,40,No,No,Yes,Yes,2,Q3,Yes,5,72,Offer A,Yes,9.72,Yes,Yes,Cable,15,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.85,4,No,,,,5821.2,0,49+ Months,
5632,Female,55,No,No,No,No,0,Q3,No,0,28,No Offer,Yes,25.59,No,Yes,Cable,7,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.65,5,No,,,,1530.2,0,25-48 Months,
5633,Male,36,No,No,Yes,No,0,Q3,Yes,3,38,No Offer,Yes,12.71,Yes,Yes,Fiber Optic,9,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.7,3,No,,,,3484.6,0,25-48 Months,
5634,Female,25,Yes,No,No,No,0,Q3,No,0,61,Offer B,Yes,38.78,Yes,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.6,3,No,,,,7234.6,0,49+ Months,
5635,Male,34,No,No,Yes,Yes,1,Q3,Yes,6,52,Offer B,Yes,29.55,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.55,3,No,,,,1276.6,0,49+ Months,
5636,Male,45,No,No,No,No,0,Q3,No,0,67,Offer A,Yes,9.05,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.45,4,No,,,,1303.15,0,49+ Months,
5637,Female,26,Yes,No,No,Yes,3,Q3,No,0,34,No Offer,Yes,27.47,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.15,4,No,,,,3949.1,0,25-48 Months,
5638,Female,46,No,No,No,No,0,Q3,No,0,54,No Offer,Yes,36.68,No,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.6,4,No,,,,4352.4,0,49+ Months,
5639,Female,60,No,No,Yes,No,0,Q3,Yes,7,1,No Offer,Yes,6.64,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,5,No,,,,20.3,0,0-12 Months,
5640,Female,26,Yes,No,No,Yes,2,Q3,No,0,46,No Offer,Yes,17.51,No,Yes,Fiber Optic,85,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,5,No,,,,4590.8,0,25-48 Months,
5641,Female,27,Yes,No,Yes,Yes,2,Q3,Yes,7,55,No Offer,Yes,33.5,Yes,Yes,DSL,51,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,75,3,No,,,,4125,0,49+ Months,
5642,Female,21,Yes,No,No,No,0,Q3,No,0,1,No Offer,Yes,1.5,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,5,No,,,,19.9,0,0-12 Months,
5643,Female,29,Yes,No,Yes,No,0,Q3,Yes,1,58,No Offer,Yes,31.27,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,4,No,,,,4889.4,0,49+ Months,
5644,Male,20,Yes,No,Yes,No,0,Q3,Yes,10,56,No Offer,No,0,No,Yes,DSL,30,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.05,4,No,,,,3026.8,0,49+ Months,
5645,Male,43,No,No,Yes,Yes,3,Q3,Yes,5,72,Offer A,Yes,6.95,No,Yes,Fiber Optic,57,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,4,No,,,,7552.8,0,49+ Months,
5646,Male,35,No,No,No,No,0,Q3,No,0,22,Offer D,Yes,11.46,Yes,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.05,4,No,,,,1827.1,0,13-24 Months,
5647,Female,35,No,No,No,No,0,Q3,No,0,39,No Offer,No,0,No,Yes,DSL,8,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,41.1,3,No,,,,1602.9,0,25-48 Months,
5648,Female,47,No,No,No,No,0,Q3,No,0,12,No Offer,Yes,36.11,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45,3,No,,,,540,0,0-12 Months,
5649,Male,48,No,No,Yes,No,0,Q3,Yes,8,54,No Offer,Yes,14.18,No,Yes,DSL,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.55,4,No,,,,4025.7,0,49+ Months,
5650,Female,28,Yes,No,No,No,0,Q3,No,0,18,No Offer,No,0,No,Yes,DSL,48,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,40.2,4,No,,,,723.6,0,13-24 Months,
5651,Male,47,No,No,Yes,No,0,Q3,Yes,7,32,No Offer,Yes,44.45,No,Yes,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.5,4,No,,,,2256,0,25-48 Months,
5652,Female,40,No,No,No,No,0,Q3,No,0,41,No Offer,Yes,37.46,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,3,No,,,,809.75,0,25-48 Months,
5653,Male,60,No,No,Yes,Yes,2,Q3,Yes,6,67,No Offer,Yes,14.41,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.65,5,No,,,,1651.55,0,49+ Months,
5654,Male,48,No,No,Yes,No,0,Q3,Yes,4,65,No Offer,Yes,41.2,Yes,Yes,Fiber Optic,10,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,3,No,,,,6776.25,0,49+ Months,
5655,Female,19,Yes,No,No,No,0,Q3,No,0,25,No Offer,Yes,28.05,Yes,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.35,4,No,,,,1958.75,0,25-48 Months,
5656,Female,50,No,No,Yes,No,0,Q3,Yes,6,67,No Offer,Yes,17.72,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.7,4,No,,,,7349.9,0,49+ Months,
5657,Female,37,No,No,No,No,0,Q3,No,0,24,No Offer,Yes,35.56,No,Yes,Fiber Optic,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,3,No,,,,2270.4,0,13-24 Months,
5658,Male,29,Yes,No,Yes,Yes,1,Q3,Yes,2,69,No Offer,Yes,23.55,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,3,No,,,,1393.8,0,49+ Months,
5659,Female,28,Yes,No,No,Yes,3,Q3,No,0,37,No Offer,Yes,10.23,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.3,3,No,,,,751.1,0,25-48 Months,
5660,Male,33,No,No,Yes,Yes,1,Q3,Yes,4,20,No Offer,No,0,No,Yes,Cable,22,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39.4,3,No,,,,788,0,13-24 Months,
5661,Male,54,No,No,No,No,0,Q3,No,0,7,No Offer,Yes,21.12,No,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.15,3,No,,,,484.05,0,0-12 Months,
5662,Male,50,No,No,No,No,0,Q3,No,0,41,No Offer,No,0,No,Yes,Cable,8,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,51.35,5,No,,,,2105.35,0,25-48 Months,
5663,Female,36,No,No,No,No,0,Q3,No,0,54,No Offer,Yes,34.27,No,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,4,No,,,,5402.7,0,49+ Months,
5664,Female,59,No,No,No,No,0,Q3,No,0,53,No Offer,Yes,33.88,No,Yes,Fiber Optic,6,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.45,4,No,,,,5005.85,0,49+ Months,
5665,Male,25,Yes,No,Yes,Yes,2,Q3,Yes,2,18,No Offer,No,0,No,Yes,DSL,59,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,46.4,5,No,,,,835.2,0,13-24 Months,
5666,Male,61,No,No,Yes,No,0,Q3,Yes,1,64,No Offer,Yes,4.76,No,Yes,Fiber Optic,8,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.05,4,No,,,,6659.2,0,49+ Months,
5667,Female,41,No,No,No,No,0,Q3,No,0,20,No Offer,No,0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.9,5,No,,,,498,0,13-24 Months,
5668,Male,37,No,No,Yes,Yes,3,Q3,Yes,7,57,No Offer,Yes,14.55,No,Yes,DSL,58,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,59.6,3,No,,,,3397.2,0,49+ Months,
5669,Male,58,No,No,Yes,Yes,3,Q3,No,0,13,No Offer,No,0,No,Yes,DSL,57,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.55,3,No,,,,527.15,0,13-24 Months,
5670,Male,60,No,No,Yes,Yes,2,Q3,Yes,8,57,No Offer,Yes,29.64,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,3,No,,,,1182.75,0,49+ Months,
5671,Male,50,No,No,Yes,No,0,Q3,Yes,8,71,No Offer,Yes,27.16,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.15,3,No,,,,8033.65,0,49+ Months,
5672,Female,56,No,No,Yes,Yes,2,Q3,Yes,1,7,Offer E,Yes,9.1,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,4,No,,,,341.6,0,0-12 Months,
5673,Female,56,No,No,No,No,0,Q3,No,0,16,No Offer,Yes,42.73,Yes,Yes,DSL,23,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,63.05,3,No,,,,1008.8,0,13-24 Months,
5674,Male,21,Yes,No,Yes,No,0,Q3,Yes,8,34,No Offer,Yes,33.55,Yes,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,5,No,,,,3428.9,0,25-48 Months,
5675,Male,58,No,No,No,No,0,Q3,No,0,16,No Offer,Yes,34.18,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,4,No,,,,1288.8,0,13-24 Months,
5676,Male,39,No,No,No,Yes,3,Q3,No,0,48,No Offer,Yes,26.24,Yes,Yes,Cable,53,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.4,4,No,,,,3091.2,0,25-48 Months,
5677,Male,54,No,No,Yes,Yes,2,Q3,Yes,9,58,No Offer,Yes,35.35,No,Yes,DSL,29,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.2,4,No,,,,4361.6,0,49+ Months,
5678,Female,36,No,No,Yes,No,0,Q3,Yes,7,72,No Offer,Yes,1.34,Yes,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.9,4,No,,,,6112.8,0,49+ Months,
5679,Female,51,No,No,No,No,0,Q3,No,0,7,No Offer,Yes,7.32,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,5,No,,,,135.1,0,0-12 Months,
5680,Female,52,No,No,No,No,0,Q3,No,0,30,No Offer,Yes,4.22,No,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,74.65,3,No,,,,2239.5,0,25-48 Months,
5681,Male,33,No,No,Yes,No,0,Q3,No,0,31,No Offer,Yes,28.72,Yes,Yes,Cable,21,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,5,No,,,,1830.55,0,25-48 Months,
5682,Male,32,No,No,Yes,No,0,Q3,Yes,4,50,No Offer,Yes,46.91,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,3,No,,,,1027.5,0,49+ Months,
5683,Male,31,No,No,Yes,No,0,Q3,Yes,10,28,No Offer,Yes,21.91,No,Yes,Fiber Optic,5,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.55,3,No,,,,2143.4,0,25-48 Months,
5684,Female,52,No,No,No,No,0,Q3,No,0,66,No Offer,No,0,No,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,62.5,4,No,,,,4125,0,49+ Months,
5685,Female,25,Yes,No,Yes,Yes,3,Q3,Yes,2,41,No Offer,Yes,43.19,No,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,3,No,,,,3890.9,0,25-48 Months,
5686,Female,29,Yes,No,No,No,0,Q3,No,0,7,Offer E,Yes,16.2,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,3,No,,,,139.3,0,0-12 Months,
5687,Female,26,Yes,No,Yes,Yes,2,Q3,Yes,6,38,No Offer,Yes,2.86,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,4,No,,,,777.1,0,25-48 Months,
5688,Male,25,Yes,No,No,No,0,Q3,No,0,44,No Offer,Yes,38.33,No,Yes,Fiber Optic,41,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.05,3,No,,,,4666.2,0,25-48 Months,
5689,Male,58,No,No,Yes,Yes,1,Q3,Yes,7,47,No Offer,Yes,9.19,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.45,3,No,,,,5332.15,0,25-48 Months,
5690,Male,25,Yes,No,Yes,Yes,2,Q3,Yes,5,53,No Offer,Yes,24.33,No,Yes,Fiber Optic,52,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,3,No,,,,4905.15,0,49+ Months,
5691,Male,49,No,No,Yes,No,0,Q3,Yes,7,4,Offer E,Yes,10.13,Yes,Yes,DSL,3,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.6,4,No,,,,262.4,0,0-12 Months,
